CarID,Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
1102,Opel, Crossland X,Manual,Petrol,2018.0,10127.0,145.0,47.1,1.2,45.0,0.0,12995
787,Audi, A4,Semi-Auto,Diesel,2017.0,70500.0,20.0,72.4,2.0,81.0,4.0,14485
2750,BMW,,Semi-Auto,Diesel,2017.0,31508.0,150.0,62.8,2.0,92.0,2.0,19450
109,Audi, RS6,Automatic,,2016.0,,,29.4,4.0,84.0,4.0,47490
2384,Mercedes, A Class,Semi-Auto,Petrol,2017.0,20675.0,30.0,55.4,1.6,44.0,0.0,14495
1413,VW, Golf,Semi-Auto,Petrol,2019.0,9102.0,145.0,36.2,2.0,91.0,4.0,28991
-499,udi, Q3,Manual,Diesel,2016.0,29777.0,160.0,49.6,2.0,39.0,1.0,18900
1730,VW, Polo,Manual,Petrol,2017.0,12730.0,150.0,60.1,1.0,33.0,1.0,10990
1694,Ford, Mondeo,Manual,Diesel,2017.0,30911.0,145.0,,1.5,74.0,1.0,12495
51,, Kona,Manual,Petrol,2019.0,3624.0,145.0,,1.0,77.0,0.0,17622
-344,ford, Focus,Automatic,Petrol,2017.0,20928.0,,,1.0,98.0,3.0,11399
2441,Skoda, Yeti Outdoor,Manual,Petrol,2017.0,25981.0,145.0,51.4,1.2,47.0,1.0,12495
3612,Opel, Insignia,Manual,Petrol,2017.0,55946.0,145.0,46.3,1.5,99.0,4.0,11499
233,Mercedes, e class,Semi-Auto,Diesel,2019.0,11096.0,145.0,46.3,3.0,73.0,1.0,36995
2498,Audi, A6,Semi-Auto,Diesel,2019.0,6314.0,150.0,50.4,2.0,99.0,4.0,27900
3606,Audi, Q5,Semi-Auto,Petrol,2017.0,17506.0,145.0,,2.0,75.0,0.0,31252
-102,vw, Golf,Manual,Diesel,2010.0,164000.0,145.0,58.9,2.0,64.0,2.0,3295
2451,BMW, 1 Series,Automatic,Diesel,2019.0,123.0,145.0,51.4,2.0,36.0,3.0,28000
2232,Toyota, Yaris,Manual,Petrol,2019.0,5153.0,145.0,,1.5,69.0,0.0,13400
907,Opel, Mokka X,Manual,Petrol,2017.0,16595.0,200.0,42.2,1.6,70.0,3.0,10199
2189,BMW, 1 SERIES,Automatic,Diesel,2019.0,5444.0,145.0,51.4,2.0,32.0,4.0,26989
1545,Audi, A4,Semi-Auto,Petrol,2020.0,3500.0,145.0,38.2,2.0,65.0,3.0,32850
1862,Ford, Grand C-MAX,Semi-Auto,Diesel,,51250.0,160.0,48.7,2.0,48.0,3.0,9795
3398,Toyota, Yaris,Manual,Petrol,2018.0,18946.0,145.0,58.9,1.5,90.0,2.0,10721
132,Mercedes, B Class,Semi-Auto,Diesel,2017.0,21306.0,145.0,68.9,2.1,70.0,3.0,15998
3145,Ford, Kuga,Manual,Diesel,2017.0,11744.0,30.0,64.2,1.5,73.0,2.0,13600
-577,or, Focus,Manual,Petrol,2017.0,14662.0,145.0,60.1,1.0,72.0,3.0,11999
120,Opel, Corsa,Manual,Petrol,2014.0,8259.0,125.0,51.4,1.2,58.0,4.0,6995
3836,Opel, Corsa,Manual,Petrol,2019.0,9260.0,150.0,43.5,1.4,41.0,1.0,10498
2323,BMW, 1 Series,Manual,Diesel,2017.0,37842.0,,,2.0,84.0,4.0,12000
1222,BMW, 4 series,Automatic,Diesel,2016.0,41553.0,160.0,,3.0,45.0,2.0,19500
3699,Ford, Tourneo Connect,Manual,Petrol,2017.0,16310.0,125.0,50.4,1.0,31.0,1.0,10998
598,Opel, Corsa,Manual,Petrol,2019.0,5.0,145.0,43.5,1.4,80.0,,11695
3159,Opel, Zafira,Manual,Petrol,2017.0,10883.0,200.0,42.2,1.4,44.0,0.0,12000
134,Opel, Adam,Manual,Petrol,2016.0,22241.0,30.0,57.6,1.0,97.0,2.0,8900
3065,Toyota, RAV4,Automatic,Hybrid,2016.0,40049.0,20.0,57.6,2.5,98.0,4.0,18490
2932,VW, Up,Manual,Petrol,2017.0,26718.0,20.0,64.2,1.0,41.0,2.0,6962
798,Opel, Astra,Manual,Diesel,2019.0,5009.0,145.0,58.9,1.6,81.0,2.0,16990
1536,Ford, Focus,Manual,Diesel,2017.0,29300.0,0.0,74.3,1.5,49.0,1.0,10491
2344,Skoda, Kodiaq,Automatic,Diesel,2019.0,20.0,145.0,46.3,2.0,35.0,3.0,24999
2665,Toyota, Yaris,Manual,Petrol,2016.0,21020.0,30.0,58.0,2.781776206784307,64.0,4.0,7970
3052,Toyota, Aygo,Manual,Petrol,2018.0,33857.0,145.0,69.0,1.0,35.0,0.0,6000
2743,Audi,,Manual,Petrol,2014.0,51390.0,125.0,53.3,1.4,42.0,1.0,9490
2077,Ford, Fiesta,Manual,Petrol,2017.0,17042.0,0.0,65.7,1.0,54.0,2.0,9077
17,Ford, Mustang,Semi-Auto,Petrol,2018.0,28915.0,145.0,,5.0,35.0,2.0,31991
2276,Toyota, RAV,Manual,Diesel,2017.0,20125.0,125.0,60.1,2.0,70.0,1.0,14995
2085,Audi, Q2,Manual,Diesel,2018.0,7020.0,150.0,,1.6,74.0,3.0,17599
3361,Audi, A6,Manual,Diesel,2016.0,57572.0,30.0,61.4,2.0,56.0,0.0,13490
2429,BMW, 3 Series,Semi-Auto,Diesel,2019.0,6250.0,145.0,43.5,3.0,75.0,2.0,40980
718,Mercedes, S Class,Semi-Auto,Diesel,2019.0,6675.0,145.0,48.7,3.0,93.0,4.0,60849
1598,Mercedes, GLC Class,Automatic,Diesel,2016.0,50043.0,125.0,56.5,2.1,55.0,4.0,19300
1514,Mercedes, E Class,Automatic,Diesel,2017.0,26928.0,145.0,,2.0,88.0,0.0,21142
2543,VW, Passat,Semi-Auto,Diesel,2019.0,14990.0,145.0,51.4,2.0,30.0,0.0,18790
122,Opel,Mokka,Manual,Petrol,2016.0,26066.0,165.0,44.8,1.4,82.0,0.0,9499
2401,Mercedes, M Class,Semi-Auto,Diesel,2015.0,38644.0,200.0,39.2,2.1,84.0,2.0,21698
414,Opel, Mokka,Manual,Petrol,2014.0,52888.0,205.0,43.5,1.6,71.0,4.0,7000
776,Hyundai, IX20,Manual,Petrol,2017.0,12836.0,145.0,50.4,1.4,65.0,,9490
3821,BMW, X6,Semi-Auto,Diesel,2019.0,3371.0,145.0,,3.0,86.0,3.0,58990
478,Toyota, Avensis,Manual,Diesel,2016.0,40889.0,20.0,67.3,1.6,65.0,2.0,11495
3264,Audi, A4,Automatic,Diesel,2019.0,5432.0,145.0,50.4,2.0,70.0,0.0,25999
497,VW, Polo,Semi-Auto,Petrol,2019.0,1396.0,145.0,39.8,2.0,43.0,4.0,20990
1258,Toyota, Yaris,Automatic,Hybrid,2015.0,40185.0,0.0,14.497146319970554,1.5,80.0,2.0,10890
1158,VW, Passat,Automatic,Diesel,2016.0,18151.0,,53.3,2.0,80.0,0.0,17490
3837,Skoda, Octavia,Manual,Petrol,2017.0,25037.0,20.0,62.8,1.0,79.0,3.0,9350
2617,Opel, Corsa,Manual,Petrol,2017.0,33049.0,30.0,55.4,1.4,96.0,3.0,6490
-340,Hyundai, IX35,unknown,Diesel,2015.0,44705.0,265.0,41.5,2.0,46.0,0.0,10995
2207,Mercedes, S Class,Semi-Auto,Petrol,2019.0,119.0,326.028233171514,40.9,3.0,40.0,3.0,64999
2004,VW, T-Roc,Manual,Diesel,2019.0,6000.0,145.0,50.4,1.6,91.0,0.0,18990
1738,Audi, A4,Automatic,Diesel,2019.0,8547.0,145.0,50.4,2.0,94.0,3.0,25990
721,Mercedes, A Class,Semi-Auto,Petrol,2020.0,1000.0,145.0,53.3,1.3,91.0,0.0,25879
1123,Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017.0,16667.0,125.0,51.4,1.2,60.0,1.0,14997
1666,Skoda, Fabia,Manual,Petrol,2019.0,10232.0,145.0,61.4,1.0,84.0,4.0,10495
3308,Mercedes, E Class,,Diesel,2019.0,13304.0,145.0,72.4,2.0,97.0,2.0,26499
-295,VW, Touareg,Automatic,Diese,2017.0,47000.0,235.0,42.8,3.0,46.0,1.0,21990
2211,BMW, 1 Series,Manual,Diesel,2016.0,37025.0,0.0,83.1,,33.0,2.0,10799
274,BMW, X1,Semi-Auto,Petrol,2019.0,9697.0,145.0,39.8,1.5,77.0,4.0,24712
3866,Opel,,Manual,Petrol,2019.0,13534.0,145.0,43.5,1.4,82.0,0.0,8690
3470,Toyota, Auris,Automatic,Hybrid,2016.0,56680.0,0.0,70.6,1.8,69.0,4.0,12500
387,Ford, Edge,Manual,Diesel,2017.0,17200.0,205.0,47.9,2.0,55.0,3.0,21180
3533,Hyundai, Kona,Manual,Petrol,2019.0,3475.0,,44.1,1.0,74.0,1.0,14995
93,VW, passat,Manual,Diesel,2017.0,,145.0,68.9,2.0,88.0,4.0,13750
945,VW, Tiguan,Semi-Auto,Diesel,2018.0,20692.0,,57.6,2.0,42.0,2.0,22990
-401,For, Focu,Manual,Petrol,2017.0,21791.0,,,1.0,74.0,0.0,11900
-292,ord, Focus,Manual,Petrol,2015.0,61491.0,20.0,60.1,1.0,74.0,2.0,7899
3139,BMW, 4 Series,Manual,Petrol,2019.0,8129.0,145.0,46.3,2.0,38.0,1.0,24888
2572,Skoda, Octavia,Manual,Diesel,2018.0,22018.0,,68.9,1.6,73.0,0.0,13750
1983,VW, T-Cross,Manual,Petrol,2019.0,1000.0,150.0,48.7,1.0,44.0,4.0,17465
3194,VW, Passat,Semi-Auto,Diesel,2013.0,71249.0,150.0,54.3,2.0,77.0,3.0,7999
-441,Mercede, C Class,Automatic,Diesel,2013.0,23790.0,145.0,53.3,2.1,97.0,2.0,12699
3671,Audi, Q3,Manual,Petrol,2019.0,3000.0,145.0,40.9,1.5,97.0,,24990
3403,Ford, Fiesta,Manual,Petrol,2016.0,58740.0,0.0,65.7,1.0,92.0,4.0,6630
298,Opel, Crossland X,,Diesel,2019.0,3245.0,145.0,60.1,1.5,83.0,1.0,13119
833,BMW, X5,Semi-Auto,Petrol,2015.0,22103.0,570.0,25.4,4.4,88.0,1.0,44814
3035,BMW, 2 Series,Manual,,2016.0,79460.0,20.0,68.9,2.0,59.0,3.0,8500
3435,VW, Golf,Manual,Petrol,2014.0,24554.0,205.0,39.8,2.0,44.0,2.0,17981
2333,Ford, Edge,,Diesel,2018.0,13712.0,145.0,47.9,2.0,50.0,3.0,23740
3575,Toyota, Prius,Automatic,Hybrid,2016.0,21184.0,0.0,94.1,1.8,66.0,0.0,19390
2155,Opel, Astra,Manual,Diesel,2015.0,55645.0,0.0,76.3,1.6,85.0,1.0,6131
1164,VW, Scirocco,Manual,Diesel,2015.0,51144.0,20.0,,2.0,81.0,2.0,10975
1902,Hyundai, I10,Manual,Petrol,2016.0,23789.0,20.0,60.1,1.0,55.0,4.0,6499
555,BMW, 6 Series,Automatic,Diesel,2016.0,43525.0,160.0,51.4,0.3134065828348564,72.0,2.0,19916
691,Opel, Agila,Manual,Petrol,2015.0,60000.0,30.0,55.4,1.2,65.0,1.0,4695
759,VW, Pol,Manual,Petrol,2019.0,4250.0,145.0,49.6,1.0,52.0,4.0,16995
3319,Opel, Zafira,Automatic,Diesel,2015.0,10234.0,200.0,46.3,2.0,62.0,2.0,10797
561,Ford, Focus,Semi-Auto,Petrol,2015.0,36000.0,165.0,44.8,1.6,49.0,1.0,8495
1056,Mercedes,C Class,Automatic,Diesel,2017.0,13973.0,145.0,54.3,2.1,,0.0,23980
3961,Skoda, Fabia,Manual,Petrol,2016.0,22150.0,20.0,60.1,1.2,58.0,1.0,7790
2080,Opel, Crossland X,Manual,Petrol,2018.0,24003.0,145.0,44.8,1.2,99.0,1.0,9990
3259,BMW, 1 Series,Automatic,Diesel,2019.0,9516.0,145.0,48.7,2.0,38.0,4.0,31200
2159,Skoda, Superb,Manual,Diesel,2018.0,21322.0,145.0,64.2,2.0,78.0,3.0,15995
3425,Mercedes, C Class,Automatic,Diesel,2019.0,10454.0,145.0,64.2,2.0,39.0,1.0,25890
964,Audi, A3,Manual,Petrol,2018.0,23611.0,145.0,60.1,1.0,78.0,3.0,18500
-107,Mercedes, GLE Class,Automatic,Diesel,2011.2108534904105,50964.0,150.0,47.9,2.1,31.0,2.0,26800
1420,Audi, Q3,Semi-Auto,Diesel,2019.0,6249.0,145.0,38.7,2.0,94.0,4.0,29444
1261,Toyota, Aygo,Manual,Petrol,2017.0,12111.0,145.0,68.9,1.0,68.0,0.0,7845
2312,VW, Tiguan,Manual,Diesel,2016.0,29866.0,125.0,58.9,2.0,90.0,0.0,20991
177,Ford, Fiesta,Manual,Petrol,2016.0,24300.0,145.0,47.9,1.6,61.0,1.0,11499
3810,Skoda, Citigo,Manual,Petrol,2017.0,20179.0,150.0,68.9,1.0,34.0,0.0,6995
-444,BMW, X2,Automatic,Petrol,2019.0,123.0,145.0,38.7,2.0,87.0,-2.3122595321748447,26972
3352,Opel, Mokka X,Manual,Petrol,2016.0,46340.0,150.0,47.1,1.4,96.0,0.0,8995
3174,Mercedes, E Class,Semi-Auto,Petrol,2018.0,11999.0,,32.8,3.0,95.0,4.0,39495
144,Ford, mondeo,Automatic,Petrol,2018.0,3570.0,145.0,,1.5,66.0,,17999
2380,BMW, X,Automatic,Diesel,2019.0,15.0,145.0,37.7,3.0,62.0,2.0,54991
175,Opel, Corsa,Manual,Petrol,2017.0,26776.0,30.0,,1.4,63.0,2.0,7798
582,Toyota, Aygo,Manual,Petrol,,32001.0,0.0,65.7,1.0,84.0,3.0,3999
287,BMW, 4 Series,Semi-Auto,Diesel,2019.0,101.0,145.0,65.7,2.0,76.0,1.0,26940
2456,Ford, focus,Manual,Diesel,2017.0,38590.0,145.0,74.3,1.5,80.0,0.0,11599
45,Skoda, Yeti Outdoor,Manual,Diesel,2017.0,21803.0,,62.8,2.0,46.0,4.0,12789
2346,Hyundai, I10,Manual,,2015.0,19645.0,30.0,57.6,1.2,56.0,3.0,6190
1616,, Aygo,,Petrol,2019.0,157.0,145.0,56.5,1.0,78.0,3.0,9795
3434,Opel,,Manual,Petrol,2014.0,36801.0,125.0,51.4,1.4,45.0,3.0,4998
-7,ope, Adam,,Petro,2019.0,5034.0,150.0,44.8,1.2,64.0,0.0,9850
468,Audi, Q5,Semi-Auto,Petrol,2019.0,5152.0,145.0,32.1,2.0,66.0,2.0,35945
1877,VW, Tiguan,Manual,Diesel,2017.0,19545.0,,58.9,2.0,96.0,0.0,18700
2934,Opel, Mokka X,Manual,Petrol,2018.0,34024.0,,39.2,1.4,40.0,4.0,11985
1270,Mercedes, V Class,Automatic,Diesel,,7833.0,145.0,45.6,2.2,72.0,4.0,35699
1455,Audi, A3,Manual,Diesel,2017.0,25457.0,150.0,68.9,1.6,43.0,4.0,13400
3586,Ford, Fiesta,Manual,Petrol,2016.0,33056.0,125.0,54.3,1.2,52.0,0.0,7580
889,Audi, A5,Automatic,Diesel,2017.0,24193.0,,62.8,2.0,52.0,4.0,23830
2029,Ford, Kuga,Manual,Diesel,2018.0,13900.0,,60.1,2.0,93.0,4.0,16499
1580,Toyota, PROACE VERSO,Automatic,Diesel,2019.0,50.0,145.0,38.7,2.0,30.0,0.0,27998
3711,Hyundai, Ioniq,Automatic,Hybrid,,37125.0,135.0,78.5,1.6,80.0,2.0,13789
1957,Mercedes, A CLASS,Semi-Auto,Petrol,2018.0,15316.0,145.0,49.6,1.6,72.0,0.0,17498
1032,BMW, 3 Series,Automatic,Diesel,2019.0,4404.0,145.0,50.4,2.0,90.0,2.0,30690
-39,Audi, Q7,Semi-Auto,diesel,2019.0,3988.0,145.0,32.8,3.0,34.0,1.0,51990
2634,Opel, Astra,Manual,Petrol,2018.0,17044.0,150.0,51.4,1.4,70.0,0.0,11299
2483,Toyota, Aygo,Manual,Petrol,2018.0,10125.0,150.0,68.9,0.1628659545028228,30.0,,8490
1392,Hyundai, I20,Manual,Petrol,2016.0,27918.0,0.0,65.7,1.0,86.0,2.0,7698
149,Toyota, Yaris,Automatic,Hybrid,2018.0,16921.0,135.0,76.3,1.5,59.0,1.0,13252
3288,Mercedes, C Class,Semi-Auto,Diesel,2015.0,24923.0,30.0,64.2,2.1,51.0,4.0,17636
657,Skoda, Kodiaq,Automatic,Petrol,2019.0,15136.0,145.0,34.0,1.5,89.0,2.0,22990
429,VW, Tiguan,Manual,Petrol,2019.0,8138.0,145.0,38.2,1.5,69.0,3.0,22490
594,, Hilux,Automatic,Diesel,2018.0,22919.0,260.0,36.2,2.4,30.0,3.0,22445
3664,BMW, 2 Series,Semi-Auto,Diesel,2020.0,5000.0,145.0,48.7,2.0,64.0,4.0,29999
1330,Ford, Fiesta,Semi-Auto,Petrol,2017.0,5863.0,0.0,57.7,1.0,91.0,0.0,11998
1051,Ford, EcoSport,Manual,Petrol,2017.0,32465.0,125.0,53.3,1.0,89.0,3.0,9998
-197,Audi, A5,Manua,Diesel,2014.0,78812.0,30.0,61.4,2.0,59.0,0.0,10990
2559,Audi, A6,Semi-Auto,Diesel,2017.0,26494.0,150.0,45.6,3.0,87.0,3.0,28500
915,VW, Golf,Manual,Diesel,2019.0,10600.0,145.0,57.7,1.6,70.0,3.0,14950
3214,Opel, Astra,Manual,Diesel,2016.0,29468.0,20.0,72.4,1.6,38.0,1.0,8990
3673,Ford, Fiest,Manual,Petrol,2018.0,7380.0,145.0,55.4,1.0,90.0,2.0,13995
-333,Audi, A4,Manual,Diesel,2017.0,29063.0,145.0,70.6,2.0,125.30194543254365,1.0,16000
3835,VW, Golf,Semi-Auto,Diesel,2019.0,10040.0,150.0,52.3,2.0,48.0,3.0,20290
2131,Mercedes, C CLASS,Semi-Auto,Diesel,,33532.0,30.0,64.2,2.1,46.0,2.0,17841
584,VW, Polo,Semi-Auto,Petrol,2016.0,33565.0,20.0,60.1,1.2,58.0,4.0,9995
-310,VW, Tiguan,Manual,iesel,2017.0,93450.0,125.0,58.9,2.0,49.0,2.0,12795
-571,Hyundai, I10,Manual,Petrol,2011.111188418926,41650.0,20.0,60.1,1.0,46.0,2.0,6149
-498,Hyundai, Tucson,Semi-Auto,Diesel,2019.0,12.0,-31.91494465606206,46.3,1.6,45.0,3.0,26995
3592,Skoda, Octavia,Automatic,Diesel,2015.0,74933.0,125.0,60.1,2.0,83.0,4.0,11030
322,Ford, Kuga,Manual,Diesel,2017.0,32523.0,145.0,,2.0,33.0,2.0,15499
1488,BMW, 1 Series,Manual,Diesel,2016.0,49782.0,0.0,78.5,1.5,80.0,1.0,9995
2114,, SLK,,Petrol,2008.0,65000.0,290.0,34.4,1.8,65.0,1.0,6775
308,VW, Polo,Manual,Petrol,2015.0,40453.0,20.0,,1.2,32.0,3.0,8495
1146,Mercedes, C Class,Semi-Auto,Diesel,2018.0,19302.0,145.0,61.4,2.1,54.0,3.0,22199
472,Ford, Focus,Automatic,Petrol,2013.0,35850.0,165.0,44.1,1.6,93.0,2.0,6995
-456,V, Golf,Automatic,Petrol,2019.0,1494.0,145.0,45.6,1.0,65.0,2.0,17749
2223,VW, Tiguan,Manual,Petrol,2018.0,22000.0,150.0,46.3,1.4,92.0,4.0,18490
1119,Opel, Astra,Manual,Petrol,2016.0,45877.0,20.0,64.2,1.0,55.0,1.0,8498
3289,Ford, Fiesta,Manual,Petrol,2018.0,7000.0,,40.3,1.5,32.0,0.0,16991
2170,Skoda, Fabia,Manual,Petrol,2017.0,37469.0,20.0,60.1,1.0,96.0,3.0,5990
3521,Ford, Fiesta,Manual,Petrol,2016.0,50640.0,20.0,62.8,1.0,74.0,0.0,9995
19,Ford, Focus,Manual,Petrol,2019.0,8508.0,145.0,58.9,1.0,82.0,2.0,14450
1919,Ford, Kug,Automatic,Petrol,2019.0,13463.0,145.0,31.0,1.5,65.0,4.0,16495
1937,VW, Golf,Manual,Petrol,2019.0,2899.0,145.0,47.1,1.5,84.0,4.0,17490
-574,Opel, Astra,automatic,Petrol,2019.0,3978.0,145.0,51.4,1.4,37.0,1.0,13700
1129,Opel, Mokka X,Manual,Petrol,2019.0,6500.0,145.0,39.2,1.4,49.0,1.0,12995
438,VW, Polo,Manual,Petrol,2017.0,17602.0,303.1488914624556,60.1,1.0,92.0,0.0,8998
3607,Audi, A4,Automatic,Diesel,2019.0,2798.0,145.0,44.8,2.0,81.0,2.0,29991
693,Opel, Corsa,Manual,Petrol,2015.0,24277.0,,,1.0,56.0,1.0,7295
-314,Audi, A3,SEMI-AUTO,Petrol,2013.0,30973.0,125.0,50.4,,97.0,4.0,13930
2788,Toyota, RAV4,Automatic,Diesel,2014.0,47545.0,,42.2,2.2,59.0,3.0,11498
3058,Ford, Focus,Manual,Petrol,2018.0,15705.0,145.0,57.7,1.0,91.0,3.0,12700
1411,Opel, Corsa,Manual,Petrol,2018.0,11275.0,145.0,49.6,1.4,42.0,4.0,10500
3163,Toyota, Prius,Automatic,Hybrid,2015.0,32314.0,0.0,,1.8,44.0,0.0,15499
2453,Opel, Zafira,Automatic,Petrol,2016.0,11862.0,,40.9,1.4,34.0,,12498
2884,Mercedes, A Class,Manual,Diesel,2013.0,60000.0,20.0,72.4,1.5,92.0,2.0,8975
290,BMW, 3 Serie,Automatic,Petrol,2016.0,13493.0,160.0,,2.0,55.0,1.0,18898
3279,BMW, 2 Series,Automatic,Hybrid,2016.0,115470.0,0.0,,1.5,78.0,2.0,10500
3692,Skoda, Kodiaq,Automatic,Diesel,2020.0,3000.0,150.0,38.7,2.0,87.0,4.0,36900
838,VW, Golf,Manual,Diesel,2014.0,72187.0,0.0,88.3,1.6,36.0,1.0,7399
999,Toyota, C-HR,Automatic,Hybrid,2019.0,8152.0,135.0,74.3,1.8,73.0,1.0,26995
70,VW,Up,Manual,Petrol,2018.0,6000.0,150.0,54.3,1.0,80.0,0.0,7950
203,Skoda, Scala,Manual,Diesel,2019.0,1813.0,,,1.6,60.0,4.0,15495
1074,Skoda, Kodiaq,Automatic,,2019.0,4404.0,145.0,37.7,1.5,35.0,3.0,22990
1593,BMW,,Manual,Diesel,2015.0,10889.0,0.0,78.5,1.5,44.0,0.0,11750
3328,BMW, 1 Series,Manual,Diesel,2016.0,46035.0,20.0,70.6,1.5,64.0,1.0,10899
2127,Ford,,Manual,Diesel,2017.0,21738.0,30.0,64.2,1.5,61.0,2.0,10998
2942,Ford, EcoSport,Manual,Petrol,2018.0,24479.0,145.0,54.3,1.0,98.0,4.0,12570
1962,Hyundai, I30,Manual,Petrol,2009.0,125968.0,160.0,46.3,1.4,60.0,3.0,2495
1108,Ford, Kuga,Manual,Diesel,2013.0,35074.0,200.0,,2.0,85.0,2.0,10140
1128,Skoda, Octavi,Automatic,Petrol,2019.0,13892.0,145.0,57.7,1.0,72.0,2.0,14650
1665,Opel, Mokka X,Semi-Auto,Petrol,2017.0,27891.0,145.0,43.5,1.4,,1.0,12570
1606,Mercedes, C CLASS,Semi-Auto,,2019.0,3805.0,145.0,30.4,3.0,69.0,0.0,41500
-124,VW, Polo,Manual,Petro,2017.0,12635.0,145.0,60.1,1.2,63.0,3.0,11998
3721,Opel, Mokka,Manual,,2016.0,19966.0,200.0,40.9,1.6,98.0,3.0,9070
2183,Audi, A1,Manual,Diesel,2013.0,75000.0,0.0,74.3,1.6,64.0,1.0,6575
-95,BMW, 1 Series,AUTOMATIC,Petrol,2016.0,25204.0,30.0,58.9,1.5,94.0,2.0,11980
3263,Audi, A4,Semi-Auto,Petrol,2017.0,13632.0,145.0,51.4,1.4,30.0,0.0,19490
2016,BMW,2 Series,Semi-Auto,Petrol,2020.0,12.0,145.0,50.4,1.5,91.0,4.0,23475
61,VW, Golf,Semi-Auto,Petrol,2018.0,21992.0,145.0,39.8,2.0,61.0,2.0,24989
2495,BMW,,Semi-Auto,Diesel,2019.0,11234.0,145.0,68.9,2.0,64.0,0.0,18498
-519,Ford, Focus,manual,Petrol,2017.0,26437.0,,,1.0,70.0,0.0,9774
3227,Mercedes, C Class,Automatic,Petrol,2019.0,21927.0,145.0,,3.0,73.0,1.0,34890
859,Opel, Mokka X,Semi-Auto,Petrol,2017.0,12441.0,160.0,43.5,1.4,46.0,3.0,13698
-203,Skoda, Citigo,Manual,PETROL,2017.0,20453.0,145.0,64.2,1.0,31.0,4.0,6990
318,VW, T-Roc,Manual,Petrol,2018.0,20500.0,145.0,53.3,1.5,40.0,3.0,23490
1643,Opel, Insignia,Manual,Diesel,2017.0,42007.0,145.0,54.3,2.0,51.0,3.0,11998
670,Ford, Ka+,Manual,Petrol,2019.0,3000.0,145.0,43.5,1.2,62.0,4.0,11250
2873,Toyota, Auris,Automatic,Hybrid,2017.0,22352.0,135.0,78.5,1.8,48.0,2.0,15956
-81,Ford, Fiesta,Manual,etrol,2017.0,12485.0,0.0,65.7,1.0,91.0,0.0,11499
2857,Opel, Astra,Manual,Diesel,2017.0,29709.0,145.0,78.5,1.6,97.0,1.0,9150
2059,Opel, Zafira,Manual,Petrol,2016.0,33145.0,200.0,42.2,1.4,71.0,0.0,8495
-36,udi, A5,Semi-Auto,Diesel,2014.0,48792.0,125.0,58.9,2.0,79.0,4.0,15450
1788,BMW, X3,Semi-Auto,Diesel,2019.0,7200.0,150.0,54.3,2.0,71.0,0.0,32995
810,, Tiguan,Semi-Auto,Diesel,2017.0,38142.0,145.0,49.6,2.0,67.0,1.0,22851
1777,Mercedes, A Class,Automatic,Diesel,2019.0,12432.0,145.0,68.9,1.5,53.0,4.0,18498
2643,VW, T-Cross,Manual,Diesel,2019.0,793.0,145.0,53.3,1.6,64.0,2.0,17999
214,VW, T-Cross,Manual,Petrol,2020.0,1478.0,145.0,47.9,1.0,66.0,2.0,22990
-402,MW, X5,Automatic,Diesel,2016.0,20851.0,200.0,47.1,3.0,71.0,3.0,29000
3740,VW, Polo,Manual,Petrol,2019.0,7846.0,150.0,52.3,1.0,50.0,0.0,14226
994,Hyundai, Santa Fe,Automatic,Diesel,2019.0,6363.0,145.0,42.8,2.2,55.0,3.0,33995
2677,VW, Golf,Semi-Auto,Petrol,2019.0,2780.0,145.0,32.8,2.0,40.0,2.0,34995
3949,BMW, 3 Series,Manual,Diesel,2010.0,93261.0,125.0,60.1,2.0,48.0,2.0,6295
3095,Ford, Kug,Automatic,Petrol,2017.0,13265.0,240.0,38.2,1.5,68.0,3.0,13998
3550,Skoda, Fabia,Manual,Petrol,2015.0,51878.0,,58.8,1.0,84.0,3.0,6000
1189,Audi, A4,Manual,Diesel,2016.0,28669.0,0.0,74.3,2.0,48.0,3.0,16499
625,Opel, Crossland X,Manual,Petrol,2019.0,10710.0,145.0,44.8,1.2,49.0,1.0,12720
1564,Opel, Grandland X,Manual,Diesel,2019.0,12301.0,150.0,,1.5,86.0,0.0,15998
789,Opel, Insignia,Manual,Petrol,2017.0,23731.0,150.0,,1.5,62.0,3.0,11699
626,VW, Touareg,Semi-Auto,Diesel,2020.0,5100.0,145.0,33.6,3.0,48.0,1.0,48390
196,Skoda, Fabia,Manual,Petrol,2018.0,9481.0,145.0,64.2,1.0,89.0,0.0,9790
931,BMW, X1,Automatic,Diesel,2016.0,46344.0,145.0,55.4,2.0,64.0,3.0,16798
802,Audi, A4,Manual,Diesel,2017.0,54983.0,145.0,74.3,2.0,87.0,0.0,14788
1729,Mercedes, GLC Class,Semi-Auto,Diesel,2017.0,25686.0,145.0,56.5,2.1,47.0,3.0,29400
969,Skoda, Superb,Manual,Diesel,2017.0,18674.0,145.0,64.2,2.0,87.0,4.0,15495
1027,Mercedes, CL Class,Semi-Auto,Diesel,2014.0,38312.0,30.0,62.8,2.1,64.0,4.0,16452
1436,Opel, Corsa,Manual,Petrol,2016.0,15983.0,30.0,55.4,1.4,73.0,1.0,7599
3091,Audi, Q5,Automatic,Diesel,2013.0,50111.0,200.0,47.1,2.0,37.0,2.0,13999
